isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,content_bundle,short_summary
9780000000000.0,156619180,Moments of Being,,Virginia Woolf,Biography & Autobiography,http://books.google.com/books/content?id=sWiiqWV0hQ4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Six autobiographical pieces that span her entire career reveal the underlying unity of Woolf's art, thought, and sensibility and the unusual degree to which she integrated personal experiences within her fiction",1985.0,4.26,230,1661,"Title: Moments of Being. Author: Virginia Woolf. Category: Biography & Autobiography. Description: Six autobiographical pieces that span her entire career reveal the underlying unity of Woolf's art, thought, and sensibility and the unusual degree to which she integrated personal experiences within her fiction","This collection of autobiographical pieces showcases the unity of Virginia Woolf's art, thought, and sensibility, revealing how she integrated personal experiences into her fiction throughout her career."
9780000000000.0,156631407,Mrs. Miniver,,Jan Struther,Fiction,http://books.google.com/books/content?id=Sox9mgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In prewar England, Mrs. Miniver, an ordinary English wife and mother of three, finds extraordinary aspects of life in the everyday routines others take for granted",1990.0,3.96,162,1040,"Title: Mrs. Miniver. Author: Jan Struther. Category: Fiction. Description: In prewar England, Mrs. Miniver, an ordinary English wife and mother of three, finds extraordinary aspects of life in the everyday routines others take for granted","Mrs. Miniver, an ordinary English wife and mother, navigates the complexities of life in prewar England, discovering extraordinary aspects in the everyday routines others overlook. Her experiences unfold as she faces the challenges of war."
9780000000000.0,156632772,Murder in the Cathedral,,Thomas Stearns Eliot,Drama,http://books.google.com/books/content?id=KNrzg_kxAPEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A play in verse form dramatizes the murder of Archbishop Thomas Becket by four knights of Henry II's court,1963.0,3.76,148,6500,Title: Murder in the Cathedral. Author: Thomas Stearns Eliot. Category: Drama. Description: A play in verse form dramatizes the murder of Archbishop Thomas Becket by four knights of Henry II's court,"The play dramatizes the murder of Archbishop Thomas Becket by four knights of Henry II's court, a pivotal event in medieval history. It explores the complex relationships and motivations behind this infamous crime."
9780000000000.0,156659751,The Nonexistent Knight & The Cloven Viscount,,Italo Calvino,Fiction,http://books.google.com/books/content?id=xti83ZDjUiAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Recounts the chivalrous exploits of an empty suit of armor and the separate halves of a nobleman who has been bisected by a cannon ball,1977.0,4.03,272,4585,Title: The Nonexistent Knight & The Cloven Viscount. Author: Italo Calvino. Category: Fiction. Description: Recounts the chivalrous exploits of an empty suit of armor and the separate halves of a nobleman who has been bisected by a cannon ball,"A suit of armor, left behind by a fallen knight, comes to life and teams up with the separated halves of a nobleman, navigating their quest for reconnection and redemption."
9780000000000.0,156701766,The Orwell Reader,"Fiction, Essays, and Reportage",George Orwell,Literary Collections,http://books.google.com/books/content?id=DfQlqJxcl0MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Selections reveal the development of Orwell's personality and thinking during the thirties and forties,1961.0,4.37,480,265,Title: The Orwell Reader. Author: George Orwell. Category: Literary Collections. Description: Selections reveal the development of Orwell's personality and thinking during the thirties and forties,Selections reveal the development of Orwell's personality and thinking during the thirties and forties
9780000000000.0,156717204,The Philosophy of Andy Warhol,From A to B and Back Again,Andy Warhol,Art,http://books.google.com/books/content?id=Rkh473_wb9cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Warhol offers his observations of love, beauty, fame, work, and art and discusses the continuous play and display of his many fetishes",1977.0,3.73,272,32180,"Title: The Philosophy of Andy Warhol. Author: Andy Warhol. Category: Art. Description: Warhol offers his observations of love, beauty, fame, work, and art and discusses the continuous play and display of his many fetishes","Andy Warhol reflects on the human experience, exploring themes of love, beauty, fame, and art, while sharing his own fascinations and obsessions in a candid and introspective manner."
9780000000000.0,156913216,Travels in Hyper Reality,Essays,Umberto Eco,Literary Collections,http://books.google.com/books/content?id=NuPQxNl1rJEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Essays discuss the Middle Ages, language, culture, the media, sports, fashion, photography, films, and philosophy",1990.0,3.89,324,1982,"Title: Travels in Hyper Reality. Author: Umberto Eco. Category: Literary Collections. Description: Essays discuss the Middle Ages, language, culture, the media, sports, fashion, photography, films, and philosophy","This non-fiction collection explores various aspects of human culture and society across multiple disciplines, offering essays on the Middle Ages, language, media, sports, fashion, and philosophy."
9780000000000.0,156932504,The Uses of Literature,Essays,Italo Calvino,Literary Criticism,http://books.google.com/books/content?id=INlwzJp2fMMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This essay collection discusses literature in relation to science, philosophy, and politics in studies of great classical works and tributes to such contemporary writers as Eugenio Montale, Roland Barthes, and Marianne Moore",1987.0,4.07,341,887,"Title: The Uses of Literature. Author: Italo Calvino. Category: Literary Criticism. Description: This essay collection discusses literature in relation to science, philosophy, and politics in studies of great classical works and tributes to such contemporary writers as Eugenio Montale, Roland Barthes, and Marianne Moore","This essay collection explores the intersections of literature with science, philosophy, and politics through analyses of classical works and tributes to influential writers, including Eugenio Montale, Roland Barthes, and Marianne Moore."
9780000000000.0,156935902,The Virginia Woolf Reader,,Virginia Woolf,Literary Criticism,http://books.google.com/books/content?id=UUyyx3Y50xQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents five short stories, essays, correspondence, and selections from four novels by the prominent British author",1984.0,4.1,384,163,"Title: The Virginia Woolf Reader. Author: Virginia Woolf. Category: Literary Criticism. Description: Presents five short stories, essays, correspondence, and selections from four novels by the prominent British author","This collection features a diverse range of works by a British author, including short stories, essays, and novel excerpts, offering a glimpse into their writing style and literary perspective."
9780000000000.0,156948702,The Waste Land,"A Facsimile and Transcript of the Original Drafts, Including the Annotations of Ezra Pound",Thomas Stearns Eliot;Ezra Pound,Poetry,http://books.google.com/books/content?id=iNFu0Im2wPcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Biographical material accompanies reproductions of T. S. Eliot's original manuscript and notes,1974.0,4.11,149,240,Title: The Waste Land. Author: Thomas Stearns Eliot;Ezra Pound. Category: Poetry. Description: Biographical material accompanies reproductions of T. S. Eliot's original manuscript and notes,Biographical material accompanies reproductions of T. S. Eliot's original manuscript and notes
9780000000000.0,156949520,The Watcher & Other Stories,,Italo Calvino,Fiction,http://books.google.com/books/content?id=WdIlWkplbNoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,The Italian writer is concerned with grotesque or farcical events of the future,1975.0,3.72,181,432,Title: The Watcher & Other Stories. Author: Italo Calvino. Category: Fiction. Description: The Italian writer is concerned with grotesque or farcical events of the future,The Italian writer is concerned with grotesque or farcical events of the future
9780000000000.0,156949601,The Waves,,Virginia Woolf,Experimental fiction,http://books.google.com/books/content?id=7HEM1SgPmC8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Against the background of the sea, the author presents a group of characters from childhood to old age who speak in soliloquy, and we see them as they appear to themselves and to each other. In the end one of the characters sums up the effect of their lives as a whole.",1959.0,4.14,297,19210,"Title: The Waves. Author: Virginia Woolf. Category: Experimental fiction. Description: Against the background of the sea, the author presents a group of characters from childhood to old age who speak in soliloquy, and we see them as they appear to themselves and to each other. In the end one of the characters sums up the effect of their lives as a whole.","A group of characters navigate life's journey from childhood to old age, sharing introspective soliloquies that reveal their inner selves and relationships, ultimately leading to a poignant reflection on the impact of their lives."
9780000000000.0,160729947,More Readings from One Man's Wilderness,"The Journals of Richard L. Proenneke, 1974-1980",Richard Proenneke,Frontier and pioneer life,http://books.google.com/books/content?id=X9tPvAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The journals of Richard ""Dick"" Proenneke are now available in an edited and annotated volume covering the years 1974 through 1980. The nation first became aware of the remarkable life of Dick Proenneke with the publication of One Man's Wilderness in 1973. Master of woodcraft and camp craft, keen observer of the natural world, mechanical genius, tireless hiker and journalisx, for 30 years Proennek lived a storied existense in a small log cabin her built in the Alaska wilderness. Proenneke was an active yet reluctant participant in the epic struggle to protect some of Alaska's wild lands for future generations of Americans.",2005.0,4.42,496,231,"Title: More Readings from One Man's Wilderness. Author: Richard Proenneke. Category: Frontier and pioneer life. Description: The journals of Richard ""Dick"" Proenneke are now available in an edited and annotated volume covering the years 1974 through 1980. The nation first became aware of the remarkable life of Dick Proenneke with the publication of One Man's Wilderness in 1973. Master of woodcraft and camp craft, keen observer of the natural world, mechanical genius, tireless hiker and journalisx, for 30 years Proennek lived a storied existense in a small log cabin her built in the Alaska wilderness. Proenneke was an active yet reluctant participant in the epic struggle to protect some of Alaska's wild lands for future generations of Americans.","Richard ""Dick"" Proenneke lived a self-sufficient life in a remote Alaskan cabin from 1953 to 1982, documenting his experiences through journals. He was a key figure in Alaska's wilderness preservation efforts."
9780000000000.0,192751166,Tales of the Norse Gods,,Unknown Author,Juvenile Fiction,http://books.google.com/books/content?id=jj2SxgaaKIoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Collects stories of courageous women, revenege, strength in battle, legendary heroes, beasts, dwarves, and Viking gods adapted from the Norse tradition.",2001.0,4.07,160,40,"Title: Tales of the Norse Gods. Author: Unknown Author. Category: Juvenile Fiction. Description: Collects stories of courageous women, revenege, strength in battle, legendary heroes, beasts, dwarves, and Viking gods adapted from the Norse tradition.","This collection of stories draws from Norse mythology, featuring courageous women, legendary heroes, and Viking gods as they battle beasts and seek revenge in a world of strength and legend."
9780000000000.0,192752537,Party Shoes,,Noel Streatfeild,Children's stories,http://books.google.com/books/content?id=aYCk-RPF92sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Near the end of the Second World War, Selina receives a parcel from America that contains a beautiful party dress and shoes. But her excitement turns to sorrow when she realizes she'll never have a chance to wear the beautiful dress, until she and her cousins decide to organize a pageant.",2002.0,3.64,243,417,"Title: Party Shoes. Author: Noel Streatfeild. Category: Children's stories. Description: Near the end of the Second World War, Selina receives a parcel from America that contains a beautiful party dress and shoes. But her excitement turns to sorrow when she realizes she'll never have a chance to wear the beautiful dress, until she and her cousins decide to organize a pageant.","During World War II, a young girl named Selina receives a beautiful party dress from America, but her initial excitement turns to disappointment when she realizes she won't get to wear it until she organizes a pageant."
9780000000000.0,192752790,Cart And Cwidder,,Diana Wynne Jones,Juvenile Fiction,http://books.google.com/books/content?id=QdI4OmS8UGMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Clennen and his family make their living as travelling musicians. A danger deepens around them, Moril is chosen to receive the mysterious musical instrument - the ancient cwidder.",2003.0,3.84,186,2560,"Title: Cart And Cwidder. Author: Diana Wynne Jones. Category: Juvenile Fiction. Description: Clennen and his family make their living as travelling musicians. A danger deepens around them, Moril is chosen to receive the mysterious musical instrument - the ancient cwidder.","Clennen's family of travelling musicians faces a growing danger, and their son Moril is chosen to receive the ancient cwidder, a mysterious musical instrument with unknown significance."
9780000000000.0,192781537,"Moby Dick, Or, The White Whale",,Herman Melville;Geraldine McCaughrean;Victor G. Ambrus,Juvenile Fiction,http://books.google.com/books/content?id=La1ASAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Retells Melville's novel of the sailor called Ishmael and Captain Ahab, who would do anything to catch the great white whale, Moby Dick, that had taken the Captain's leg.",1998.0,3.85,104,38,"Title: Moby Dick, Or, The White Whale. Author: Herman Melville;Geraldine McCaughrean;Victor G. Ambrus. Category: Juvenile Fiction. Description: Retells Melville's novel of the sailor called Ishmael and Captain Ahab, who would do anything to catch the great white whale, Moby Dick, that had taken the Captain's leg.","Captain Ahab, driven by revenge, obsessively hunts the great white whale Moby Dick, who had maimed him, while Ishmael, a sailor, becomes entangled in Ahab's perilous quest."
9780000000000.0,192801732,Typhoon and Other Tales,,Joseph Conrad,Fiction,http://books.google.com/books/content?id=Q25svQrC7W4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"TYPHOON * FALK * AMY FOSTER *THE SECRET SHARERThe four tales in this volume share autobiographical origins in Conrad's experience at sea and his exile from Poland, the country of his birth. 'Typhoon' is the story of a steamship and her crew beset by tempest, and of the stolid captain whose dogged courage is tested to the limit. In 'Falk' ataciturn young woman is bizarrely courted by a tug-boat master who is haunted by a terrible secret. 'Amy Foster' tells of an emigrant Pole struggling to overcome isolation and prejudice in England. The final tale, 'The Secret Sharer', is Conrad's most famous short story, a masterpiece of suspenseand ambiguity. Giving sanctuary to a fugitive sailor, a young sea-captain risks his ship and his command in order to save him.This revised edition uses the English first edition texts and has a new chronology and bibliography.",2002.0,3.89,304,565,"Title: Typhoon and Other Tales. Author: Joseph Conrad. Category: Fiction. Description: TYPHOON * FALK * AMY FOSTER *THE SECRET SHARERThe four tales in this volume share autobiographical origins in Conrad's experience at sea and his exile from Poland, the country of his birth. 'Typhoon' is the story of a steamship and her crew beset by tempest, and of the stolid captain whose dogged courage is tested to the limit. In 'Falk' ataciturn young woman is bizarrely courted by a tug-boat master who is haunted by a terrible secret. 'Amy Foster' tells of an emigrant Pole struggling to overcome isolation and prejudice in England. The final tale, 'The Secret Sharer', is Conrad's most famous short story, a masterpiece of suspenseand ambiguity. Giving sanctuary to a fugitive sailor, a young sea-captain risks his ship and his command in order to save him.This revised edition uses the English first edition texts and has a new chronology and bibliography.","A young sea-captain risks his ship and command to protect a fugitive sailor, while navigating the complexities of his own identity and the moral implications of his actions."
9780000000000.0,019280197X,Hegel: A Very Short Introduction,,Peter Singer,Philosophy,http://books.google.com/books/content?id=-kTyUz5mLnsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Many people regard Hegel's work as obscure and extremely difficult, yet his importance and influence are universally acknowledged. Peter Singer eliminates any excuse for remaining ignorant of the outlines of Hegel's philosophy by providing a broad discussion of his ideas and an account of his major works.",2001.0,3.85,131,1048,"Title: Hegel: A Very Short Introduction. Author: Peter Singer. Category: Philosophy. Description: Many people regard Hegel's work as obscure and extremely difficult, yet his importance and influence are universally acknowledged. Peter Singer eliminates any excuse for remaining ignorant of the outlines of Hegel's philosophy by providing a broad discussion of his ideas and an account of his major works.","Peter Singer provides a clear overview of Hegel's philosophy, discussing his major ideas and works to make his complex concepts more accessible. This book aims to eliminate excuses for ignorance of Hegel's influential ideas."
9780000000000.0,192802631,Persuasion,,Jane Austen,Fiction,http://books.google.com/books/content?id=lpD5anvUaRUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The romance between Captain Wentworth and Anne, the daughter of Sir Walter Elliot, seems doomed because of the young man's family connections and lack of wealth.",2004.0,4.13,249,421344,"Title: Persuasion. Author: Jane Austen. Category: Fiction. Description: The romance between Captain Wentworth and Anne, the daughter of Sir Walter Elliot, seems doomed because of the young man's family connections and lack of wealth.","Captain Wentworth, a young man from a lower social class, falls in love with Anne Elliot, but their romance is threatened by his lack of wealth and her family's disapproval."
9780000000000.0,192803468,Egyptian Myth: A Very Short Introduction,,Geraldine Pinch,History,http://books.google.com/books/content?id=pXkRDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Egyptian myths articulated the core values of one of the longest lasting civilizations in history, and myths of deities such as Isis and Osiris influenced contemporary cultures and became part of the Western cultural heritage. Egyptian Mythology: A Very Short Introduction explains the cultural and historical background to the fascinating and complex world of Egyptian myth, with each chapter dealing with a particular theme. To show the variety of source material for Egyptian myth, each chapter features a particular object--such as the obelisk known as Cleopatra's Needle, a golden statue of Tutankhamun, and a papyrus containing a story in which the Egyptian gods behave outrageously--which is illustrated by a photograph or line-drawing. The myth ""The Contendings of Horus and Seth"" is looked at in detail, and the many interpretations it has provoked are examined. In addition to a list of major deities and myths, there are explanations of related topics such as how hieroglyphs work, royal names and titles, and the Egyptian cosmos. There is also a timeline of Egyptian history, a glossary of technical terms and an up-to-date bibliography.",2004.0,3.62,143,178,"Title: Egyptian Myth: A Very Short Introduction. Author: Geraldine Pinch. Category: History. Description: Egyptian myths articulated the core values of one of the longest lasting civilizations in history, and myths of deities such as Isis and Osiris influenced contemporary cultures and became part of the Western cultural heritage. Egyptian Mythology: A Very Short Introduction explains the cultural and historical background to the fascinating and complex world of Egyptian myth, with each chapter dealing with a particular theme. To show the variety of source material for Egyptian myth, each chapter features a particular object--such as the obelisk known as Cleopatra's Needle, a golden statue of Tutankhamun, and a papyrus containing a story in which the Egyptian gods behave outrageously--which is illustrated by a photograph or line-drawing. The myth ""The Contendings of Horus and Seth"" is looked at in detail, and the many interpretations it has provoked are examined. In addition to a list of major deities and myths, there are explanations of related topics such as how hieroglyphs work, royal names and titles, and the Egyptian cosmos. There is also a timeline of Egyptian history, a glossary of technical terms and an up-to-date bibliography.","This book provides an introduction to Egyptian mythology, exploring its cultural and historical context through various themes, objects, and myths, including ""The Contendings of Horus and Seth""."
9780000000000.0,019280409X,The Major Works,,John Milton,Literary Criticism,http://books.google.com/books/content?id=Q0xkC5CEhHQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"This authoritative edition was originally published in the acclaimed Oxford Authors series under the general editorship of Frank Kermode. It brings together a unique combination of Milton's poetry and prose - all the English verse together with a generous selection from the major prosewritings - to give the essence of his work and thinking.Milton's influence on English poetry and criticism has been incalculable, and this edition covers the full range of his poetic and political output. It includes Paradise Lost, Paradise Regained, and Samson Agonistes as well as major prose works such as Areopagitica and The Tenure of Kings andMagistrates. As well as all the English and Italian verse, the volume includes most of the Latin and Greek verse in parallel translation. Spelling has been modernized, and the poems are arranged in order of publication, essential to an understanding of the progress of Milton's career in relationto the political and religious upheavals of his time. The extensive notes cover syntax, vocabulary, historical context, and biblical and classical allusions. The introduction traces both Milton's changing conception of his own vocation, and the critical reception his work has received over the pastfour centuries.",2003.0,4.22,1008,275,"Title: The Major Works. Author: John Milton. Category: Literary Criticism. Description: This authoritative edition was originally published in the acclaimed Oxford Authors series under the general editorship of Frank Kermode. It brings together a unique combination of Milton's poetry and prose - all the English verse together with a generous selection from the major prosewritings - to give the essence of his work and thinking.Milton's influence on English poetry and criticism has been incalculable, and this edition covers the full range of his poetic and political output. It includes Paradise Lost, Paradise Regained, and Samson Agonistes as well as major prose works such as Areopagitica and The Tenure of Kings andMagistrates. As well as all the English and Italian verse, the volume includes most of the Latin and Greek verse in parallel translation. Spelling has been modernized, and the poems are arranged in order of publication, essential to an understanding of the progress of Milton's career in relationto the political and religious upheavals of his time. The extensive notes cover syntax, vocabulary, historical context, and biblical and classical allusions. The introduction traces both Milton's changing conception of his own vocation, and the critical reception his work has received over the pastfour centuries.","This collection of John Milton's poetry and prose brings together his major works, including Paradise Lost, Paradise Regained, and Samson Agonistes, showcasing his influence on English literature and thought."
9780000000000.0,192805347,Gulliver's Travels,,Jonathan Swift;Claude Rawson;Ian Higgins,Fiction,http://books.google.com/books/content?id=f_0bQHhTqUoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"""Gulliver's travels purports to be a travel book. It is a blend of fantasy and realism and describes the shipwrecked Gulliver's encounters with the inhabitants of four places: Lilliput, Brobdingnag, Laputa, and the country of the Houyhnhnms""--Provided byp",2005.0,3.56,422,253,"Title: Gulliver's Travels. Author: Jonathan Swift;Claude Rawson;Ian Higgins. Category: Fiction. Description: ""Gulliver's travels purports to be a travel book. It is a blend of fantasy and realism and describes the shipwrecked Gulliver's encounters with the inhabitants of four places: Lilliput, Brobdingnag, Laputa, and the country of the Houyhnhnms""--Provided byp","Shipwrecked Gulliver travels to four fantastical lands, encountering the tiny inhabitants of Lilliput, the giant Brobdingnagians, the intellectuals of Laputa, and the wise Houyhnhnms. His experiences challenge societal norms and spark philosophical introspection."
9780000000000.0,192806947,A Christmas Carol and Other Christmas Books,,Charles Dickens,Fiction,http://books.google.com/books/content?id=e4YJ2oiSjzYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Collects some of the author's Christmas stories, including ""A Christmas Carol,"" in which a miser learns the true meaning of Christmas when three ghostly visitors review his past and foretell his future.",2006.0,4.12,438,141,"Title: A Christmas Carol and Other Christmas Books. Author: Charles Dickens. Category: Fiction. Description: Collects some of the author's Christmas stories, including ""A Christmas Carol,"" in which a miser learns the true meaning of Christmas when three ghostly visitors review his past and foretell his future.","A miser learns the true meaning of Christmas through visits from three ghostly spirits reviewing his past and foretelling his future, leading to a transformative change in his life."
9780000000000.0,192807269,Candide and Other Stories,,Voltaire,Fiction,http://books.google.com/books/content?id=zxJGB-_Y3Y4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Candide is the most famous of Voltaire's 'philosophical tales', in which he combined witty improbabilities with the sanest of good sense. This edition includes four other prose tales - Micromegas, Zadig, The Ing--ecirc--;nu, and The White Bull - and a verse tale based on Chaucer's The Wife of Bath's Tale,: What Pleases the Ladies. - ;'If this is the best of all possible worlds, then what must the others be like?' Young Candide is tossed on a hilarious tide of misfortune, experiencing the full horror and injustice of this 'best of all possible worlds' - the Old and the New - before finally accepting that his old philosophy tutor Dr Pangloss has got it all wrong. There are no grounds for his daft theory of Optimism. Yet life goes on. We must cultivate our garden, for there is certainly room for improvement. Candide is the most famous of Voltaire's 'philosophical tales', in which he combined witty improbabilities with the sanest of good sense. First published in 1759, it was an instant bestseller and has come to be regarded as one of the key texts of the Enlightenment. What Candide does for chivalric romance, the other tales in this selection - Micromegas, Zadig, The Ingenu, and The White Bull - do for science fiction, the Oriental tale, the sentimental novel, and the Old Testament. This new edition also includes a verse tale based on Chaucer's The Wife of Bath's Tale, in which we discover that most elusive of secrets: What Pleases the Ladies. -",2006.0,3.94,301,3336,"Title: Candide and Other Stories. Author: Voltaire. Category: Fiction. Description: Candide is the most famous of Voltaire's 'philosophical tales', in which he combined witty improbabilities with the sanest of good sense. This edition includes four other prose tales - Micromegas, Zadig, The Ing--ecirc--;nu, and The White Bull - and a verse tale based on Chaucer's The Wife of Bath's Tale,: What Pleases the Ladies. - ;'If this is the best of all possible worlds, then what must the others be like?' Young Candide is tossed on a hilarious tide of misfortune, experiencing the full horror and injustice of this 'best of all possible worlds' - the Old and the New - before finally accepting that his old philosophy tutor Dr Pangloss has got it all wrong. There are no grounds for his daft theory of Optimism. Yet life goes on. We must cultivate our garden, for there is certainly room for improvement. Candide is the most famous of Voltaire's 'philosophical tales', in which he combined witty improbabilities with the sanest of good sense. First published in 1759, it was an instant bestseller and has come to be regarded as one of the key texts of the Enlightenment. What Candide does for chivalric romance, the other tales in this selection - Micromegas, Zadig, The Ingenu, and The White Bull - do for science fiction, the Oriental tale, the sentimental novel, and the Old Testament. This new edition also includes a verse tale based on Chaucer's The Wife of Bath's Tale, in which we discover that most elusive of secrets: What Pleases the Ladies. -","Young Candide experiences a series of misfortunes, challenging his philosophy tutor Dr Pangloss's theory of Optimism, before ultimately accepting that life can be improved through personal effort. He learns to cultivate his garden, finding room for improvement in a seemingly imperfect world."
9780000000000.0,192807293,The Picture of Dorian Gray,,Oscar Wilde,Fiction,http://books.google.com/books/content?id=Us0gTQUSAvsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"When Dorian Gray has his portrait painted, he is captivated by his own beauty. Set in fin-de-siecle London, this novel traces a path from the studio of painter Basil Hallward to the opium dens of the East End. Combining elements of the supernatural, aestheticism, and the Gothic, this is a work of fiction.",2006.0,4.07,229,1079,"Title: The Picture of Dorian Gray. Author: Oscar Wilde. Category: Fiction. Description: When Dorian Gray has his portrait painted, he is captivated by his own beauty. Set in fin-de-siecle London, this novel traces a path from the studio of painter Basil Hallward to the opium dens of the East End. Combining elements of the supernatural, aestheticism, and the Gothic, this is a work of fiction.","Dorian Gray becomes infatuated with his own beauty after having his portrait painted, but his obsession is contrasted with the portrait's dark and sinister transformation."
9780000000000.0,192822756,Confessions,,Jean-Jacques Rousseau,Literary Criticism,http://books.google.com/books/content?id=ZinPjKdL9mEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"When it was first published in 1781, The Confessions scandalised Europe with its emotional honesty and frank treatment of the author's sexual and intellectual development. Since then, it has had a more profound impact on European thought. Rousseau left posterity a model of the reflective life - the solitary, uncompromising individual, the enemy of servitude and habit and the selfish egoist who dedicates his life to a particular ideal. The Confessions recreates the world in which he progressed from incompetent engraver to grand success; his enthusiasm for experience, his love of nature, and his uncompromising character make him an ideal guide to eighteenth-century Europe, and he was the author of some of the most profound work ever written on the relation between the individual and the state.",2000.0,3.62,676,4755,"Title: Confessions. Author: Jean-Jacques Rousseau. Category: Literary Criticism. Description: When it was first published in 1781, The Confessions scandalised Europe with its emotional honesty and frank treatment of the author's sexual and intellectual development. Since then, it has had a more profound impact on European thought. Rousseau left posterity a model of the reflective life - the solitary, uncompromising individual, the enemy of servitude and habit and the selfish egoist who dedicates his life to a particular ideal. The Confessions recreates the world in which he progressed from incompetent engraver to grand success; his enthusiasm for experience, his love of nature, and his uncompromising character make him an ideal guide to eighteenth-century Europe, and he was the author of some of the most profound work ever written on the relation between the individual and the state.","Jean-Jacques Rousseau recounts his life journey from an incompetent engraver to a prominent figure, reflecting on his emotional and intellectual development, and his dedication to individual freedom and idealism."
9780000000000.0,192822896,La Débâcle,,Emile Zola;Elinor Dorday;Robert Lethbridge,Fiction,http://books.google.com/books/content?id=GxNnSTI4YJsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Zola wrote that 'my title speaks not merely of a war, but also of the crumbling of a regime and the end of a world'. The penultimate novel of the Rougon-Macquart cycle, La Debacle (1892) takes as its subject the dramatic events of the Franco-Prussian War and the Commune of 1870-71. During Zola's lifetime it was the bestselling of all his novels, praised by contemporaries for its epic sweep as well as its attention to historical detail. The novel seeks to explain why the Second Empire ended in a crushing military defeat and revolutionary violence. It focuses on ordinary soldiers, showing their bravery and suffering in the midst of circumstances they cannot control. Zola's descriptions are some of the most powerful he ever wrote. He skilfully integrates his narrative of events and the fictional lives of his characters to provide the finest account of this tragic chapter in the history of France. Often compared to War and Peace, La Debacle has been described as a 'seminal' work for all modern depictions of war.",2000.0,3.99,592,763,"Title: La Débâcle. Author: Emile Zola;Elinor Dorday;Robert Lethbridge. Category: Fiction. Description: Zola wrote that 'my title speaks not merely of a war, but also of the crumbling of a regime and the end of a world'. The penultimate novel of the Rougon-Macquart cycle, La Debacle (1892) takes as its subject the dramatic events of the Franco-Prussian War and the Commune of 1870-71. During Zola's lifetime it was the bestselling of all his novels, praised by contemporaries for its epic sweep as well as its attention to historical detail. The novel seeks to explain why the Second Empire ended in a crushing military defeat and revolutionary violence. It focuses on ordinary soldiers, showing their bravery and suffering in the midst of circumstances they cannot control. Zola's descriptions are some of the most powerful he ever wrote. He skilfully integrates his narrative of events and the fictional lives of his characters to provide the finest account of this tragic chapter in the history of France. Often compared to War and Peace, La Debacle has been described as a 'seminal' work for all modern depictions of war.","La Debacle follows ordinary soldiers through the dramatic events of the Franco-Prussian War and the Commune of 1870-71, exploring the crumbling of the Second Empire and the causes of its crushing defeat. The novel portrays the bravery and suffering of soldiers amidst uncontrollable circumstances."
